EmployeeNumber,Department,JobRole,JobLevel,Age,Gender,Attrition,JML_Status,AccessLevel,RiskScore,RiskLevel,YearsAtCompany,YearsInCurrentRole,BusinessTravel,OverTime,PerformanceRating,EmployeeID
1283,Research & Development,Manufacturing Director,3,59,Male,No,Stable,Write,30,Medium,9,7,Travel_Rarely,No,3,EMP1283
1285,Research & Development,Laboratory Technician,2,34,Female,No,Stable,Read,30,Medium,11,8,Travel_Frequently,No,3,EMP1285
1286,Research & Development,Laboratory Technician,1,28,Male,No,Stable,Read,25,Low,4,2,Travel_Frequently,Yes,3,EMP1286
1288,Research & Development,Manager,5,44,Male,No,Stable,Write,35,Medium,25,9,Travel_Rarely,No,3,EMP1288
1289,Human Resources,Human Resources,2,34,Male,No,Stable,Read,25,Low,10,9,Travel_Frequently,No,3,EMP1289
1291,Research & Development,Research Scientist,1,35,Male,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP1291
1292,Research & Development,Research Scientist,2,42,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1292
1293,Sales,Sales Executive,3,43,Female,No,Stable,Write,35,Medium,21,7,Travel_Rarely,No,3,EMP1293
1294,Research & Development,Manufacturing Director,2,36,Female,No,Stable,Write,45,Medium,16,14,Travel_Rarely,Yes,3,EMP1294
1295,Research & Development,Healthcare Representative,3,44,Female,Yes,Leaver,Read,60,High,10,7,Travel_Rarely,No,3,EMP1295
1296,Research & Development,Laboratory Technician,1,28,Male,No,Stable,Read,25,Low,2,2,Travel_Frequently,Yes,3,EMP1296
1297,Research & Development,Laboratory Technician,1,51,Female,No,Mover,Read,45,Medium,7,0,Travel_Frequently,No,3,EMP1297
1298,Research & Development,Manufacturing Director,2,30,Female,No,Stable,Write,35,Medium,8,4,Non-Travel,Yes,3,EMP1298
1299,Research & Development,Laboratory Technician,1,29,Female,Yes,Leaver,Read,70,Critical,7,7,Travel_Rarely,Yes,3,EMP1299
1301,Research & Development,Research Scientist,1,28,Male,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1301
1303,Research & Development,Research Scientist,1,25,Female,No,Stable,Write,30,Medium,2,2,Travel_Rarely,No,3,EMP1303
1304,Sales,Sales Executive,2,32,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP1304
1306,Research & Development,Manager,5,45,Female,No,Mover,Write,55,High,0,0,Travel_Frequently,No,4,EMP1306
1307,Research & Development,Manager,4,39,Female,No,Stable,Write,45,Medium,19,9,Travel_Rarely,Yes,3,EMP1307
1308,Research & Development,Research Scientist,1,58,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1308
1309,Research & Development,Laboratory Technician,2,32,Male,Yes,Leaver,Read,70,Critical,10,4,Travel_Rarely,No,3,EMP1309
1310,Research & Development,Research Scientist,1,39,Male,Yes,Leaver,Write,60,High,5,2,Travel_Rarely,No,3,EMP1310
1311,Research & Development,Laboratory Technician,2,30,Female,No,Stable,Read,20,Low,9,2,Travel_Rarely,No,3,EMP1311
1312,Research & Development,Healthcare Representative,3,36,Female,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1312
1314,Human Resources,Human Resources,1,46,Female,No,Stable,Read,20,Low,7,6,Travel_Rarely,No,3,EMP1314
1315,Research & Development,Laboratory Technician,2,28,Female,No,Stable,Read,15,Low,9,8,Non-Travel,No,3,EMP1315
1317,Research & Development,Research Director,4,50,Female,No,Stable,Admin,45,Medium,3,2,Travel_Rarely,Yes,3,EMP1317
1318,Sales,Sales Executive,3,40,Male,Yes,Leaver,Write,80,Critical,5,4,Travel_Rarely,Yes,3,EMP1318
1319,Sales,Sales Executive,3,52,Male,Yes,Leaver,Write,80,Critical,8,7,Travel_Rarely,Yes,3,EMP1319
1321,Research & Development,Manager,3,30,Female,No,Mover,Write,60,High,9,1,Travel_Rarely,Yes,4,EMP1321
1322,Research & Development,Manufacturing Director,2,39,Male,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1322
1324,Sales,Sales Executive,3,31,Female,No,Stable,Write,35,Medium,10,8,Non-Travel,Yes,3,EMP1324
1329,Sales,Sales Executive,2,41,Male,No,Stable,Write,30,Medium,19,2,Non-Travel,No,3,EMP1329
1331,Sales,Sales Representative,1,31,Female,Yes,Leaver,Read,65,High,3,2,Travel_Frequently,Yes,3,EMP1331
1333,Research & Development,Laboratory Technician,1,44,Male,Yes,Leaver,Read,50,High,3,2,Travel_Rarely,No,3,EMP1333
1334,Research & Development,Manager,4,42,Male,No,Stable,Write,40,Medium,20,8,Non-Travel,Yes,3,EMP1334
1336,Research & Development,Manager,5,55,Female,No,Stable,Write,35,Medium,19,9,Travel_Rarely,No,3,EMP1336
1338,Human Resources,Manager,5,56,Male,No,Stable,Write,30,Medium,7,3,Travel_Rarely,No,3,EMP1338
1340,Research & Development,Research Scientist,1,40,Male,No,Stable,Write,25,Low,4,2,Non-Travel,No,3,EMP1340
1344,Research & Development,Healthcare Representative,3,34,Male,No,Stable,Read,20,Low,9,7,Travel_Rarely,No,3,EMP1344
1346,Research & Development,Research Scientist,2,40,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP1346
1349,Sales,Sales Executive,2,41,Female,No,Stable,Write,35,Medium,9,3,Travel_Frequently,No,3,EMP1349
1350,Research & Development,Research Scientist,2,35,Male,No,Stable,Write,55,High,9,6,Travel_Frequently,Yes,3,EMP1350
1352,Human Resources,Manager,4,51,Male,No,Stable,Write,45,Medium,33,9,Travel_Rarely,Yes,3,EMP1352
1355,Sales,Sales Executive,2,38,Female,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1355
1356,Sales,Sales Executive,2,34,Female,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,3,EMP1356
1358,Research & Development,Laboratory Technician,1,25,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1358
1360,Research & Development,Manufacturing Director,3,58,Female,Yes,Leaver,Write,80,Critical,10,9,Travel_Rarely,Yes,3,EMP1360
1361,Research & Development,Laboratory Technician,1,40,Male,No,Stable,Read,10,Low,4,2,Travel_Rarely,No,4,EMP1361
1362,Sales,Sales Executive,2,36,Female,No,Stable,Write,40,Medium,15,7,Travel_Frequently,No,3,EMP1362
1363,Research & Development,Manufacturing Director,3,48,Male,No,Stable,Write,30,Medium,10,9,Travel_Rarely,No,3,EMP1363
1364,Sales,Sales Representative,1,27,Female,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1364
1367,Research & Development,Manufacturing Director,4,51,Female,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1367
1368,Research & Development,Laboratory Technician,1,18,Female,No,Mover,Read,35,Medium,0,0,Non-Travel,No,3,EMP1368
1369,Research & Development,Laboratory Technician,2,35,Female,No,Stable,Read,30,Medium,9,7,Travel_Rarely,No,3,EMP1369
1371,Sales,Sales Executive,2,27,Male,No,Stable,Write,45,Medium,6,2,Travel_Frequently,No,4,EMP1371
1372,Sales,Sales Executive,4,55,Male,Yes,Leaver,Write,85,Critical,19,7,Travel_Rarely,Yes,3,EMP1372
1373,Research & Development,Manufacturing Director,4,56,Male,No,Stable,Write,45,Medium,19,16,Travel_Rarely,Yes,3,EMP1373
1374,Research & Development,Research Scientist,1,34,Female,No,Stable,Write,25,Low,5,4,Non-Travel,No,4,EMP1374
1375,Research & Development,Healthcare Representative,2,40,Female,No,Stable,Read,25,Low,12,11,Travel_Rarely,No,4,EMP1375
1377,Research & Development,Laboratory Technician,2,34,Male,No,Stable,Read,20,Low,8,7,Travel_Rarely,No,3,EMP1377
1379,Sales,Sales Representative,1,31,Female,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP1379
1380,Sales,Sales Executive,2,35,Female,Yes,Leaver,Write,75,Critical,4,2,Travel_Frequently,Yes,3,EMP1380
1382,Research & Development,Research Scientist,1,38,Male,No,Stable,Write,25,Low,4,2,Travel_Frequently,No,3,EMP1382
1383,Research & Development,Healthcare Representative,2,34,Female,No,Stable,Read,25,Low,14,11,Travel_Rarely,No,3,EMP1383
1387,Sales,Sales Executive,2,28,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1387
1389,Research & Development,Manufacturing Director,2,31,Male,Yes,Leaver,Write,80,Critical,10,2,Travel_Rarely,Yes,3,EMP1389
1390,Sales,Sales Executive,2,39,Male,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP1390
1391,Sales,Sales Executive,3,51,Male,No,Stable,Write,25,Low,4,2,Travel_Frequently,No,3,EMP1391
1392,Research & Development,Research Scientist,2,41,Female,No,Stable,Write,45,Medium,6,2,Travel_Frequently,Yes,3,EMP1392
1394,Research & Development,Research Scientist,1,37,Male,No,Stable,Write,40,Medium,6,4,Travel_Rarely,Yes,3,EMP1394
1395,Sales,Sales Executive,2,33,Male,No,Stable,Write,25,Low,5,4,Travel_Frequently,No,3,EMP1395
1396,Sales,Sales Executive,2,32,Male,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP1396
1397,Research & Development,Healthcare Representative,3,39,Male,No,Stable,Read,15,Low,6,4,Non-Travel,No,4,EMP1397
1399,Sales,Sales Executive,2,25,Male,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1399
1401,Research & Development,Manufacturing Director,4,52,Female,No,Stable,Write,35,Medium,5,3,Travel_Frequently,Yes,3,EMP1401
1402,Research & Development,Research Scientist,2,43,Female,No,Stable,Write,45,Medium,20,7,Travel_Rarely,Yes,3,EMP1402
1403,Sales,Sales Executive,2,27,Female,No,Stable,Write,40,Medium,6,2,Travel_Rarely,Yes,3,EMP1403
1405,Research & Development,Research Scientist,1,27,Female,Yes,Leaver,Write,80,Critical,8,2,Travel_Rarely,Yes,3,EMP1405
1407,Research & Development,Research Scientist,1,26,Male,No,Stable,Write,30,Medium,4,3,Travel_Rarely,No,3,EMP1407
1408,Human Resources,Manager,4,42,Female,No,Stable,Write,35,Medium,20,7,Travel_Rarely,No,3,EMP1408
1409,Research & Development,Laboratory Technician,1,52,Female,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1409
1411,Research & Development,Laboratory Technician,1,37,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1411
1412,Research & Development,Manufacturing Director,3,35,Male,No,Stable,Write,25,Low,2,2,Travel_Frequently,No,3,EMP1412
1415,Research & Development,Laboratory Technician,1,25,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1415
1417,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1417
1419,Human Resources,Human Resources,3,29,Male,No,Stable,Read,20,Low,10,9,Travel_Rarely,No,3,EMP1419
1420,Research & Development,Laboratory Technician,2,49,Male,Yes,Leaver,Read,55,High,4,3,Travel_Frequently,No,4,EMP1420
1421,Research & Development,Healthcare Representative,3,29,Female,Yes,Leaver,Read,75,Critical,8,7,Travel_Frequently,Yes,3,EMP1421
1422,Research & Development,Research Director,4,54,Female,No,Stable,Admin,50,High,20,7,Travel_Rarely,No,3,EMP1422
1423,Research & Development,Research Director,5,58,Female,No,Stable,Admin,55,High,9,8,Travel_Rarely,Yes,4,EMP1423
1424,Research & Development,Research Director,4,55,Male,No,Stable,Admin,55,High,7,7,Travel_Rarely,No,3,EMP1424
1425,Sales,Sales Executive,2,36,Female,No,Stable,Write,40,Medium,5,4,Travel_Rarely,Yes,3,EMP1425
1427,Sales,Sales Representative,1,31,Female,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP1427
1428,Sales,Sales Executive,2,30,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1428
1430,Research & Development,Research Director,4,31,Female,No,Stable,Admin,45,Medium,3,2,Travel_Rarely,No,3,EMP1430
1431,Research & Development,Research Scientist,1,34,Male,No,Stable,Write,25,Low,4,3,Travel_Frequently,No,3,EMP1431
1433,Research & Development,Research Scientist,1,31,Female,Yes,Leaver,Write,70,Critical,1,0,Travel_Rarely,No,3,EMP1433
1434,Research & Development,Laboratory Technician,1,27,Male,No,Mover,Read,30,Medium,5,0,Travel_Rarely,No,3,EMP1434
1435,Research & Development,Laboratory Technician,2,36,Male,No,Stable,Read,20,Low,10,4,Travel_Rarely,No,3,EMP1435
1436,Sales,Sales Executive,2,36,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1436
1438,Research & Development,Research Scientist,1,47,Male,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,3,EMP1438
1439,Sales,Sales Representative,1,25,Male,Yes,Leaver,Read,50,High,3,2,Travel_Rarely,No,3,EMP1439
1440,Research & Development,Laboratory Technician,1,37,Male,No,Stable,Read,15,Low,6,5,Non-Travel,No,3,EMP1440
1441,Research & Development,Research Scientist,1,56,Female,No,Stable,Write,30,Medium,3,2,Travel_Rarely,No,4,EMP1441
1443,Research & Development,Research Director,4,47,Female,No,Stable,Admin,50,High,20,17,Travel_Rarely,No,3,EMP1443
1445,Sales,Sales Executive,2,24,Female,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP1445
1446,Sales,Sales Executive,2,32,Male,No,Stable,Write,20,Low,4,3,Travel_Rarely,No,3,EMP1446
1447,Research & Development,Laboratory Technician,1,34,Female,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1447
1448,Research & Development,Research Scientist,1,41,Male,No,Stable,Write,30,Medium,4,2,Travel_Rarely,Yes,3,EMP1448
1449,Research & Development,Laboratory Technician,2,40,Male,No,Stable,Read,15,Low,8,7,Non-Travel,No,3,EMP1449
1453,Sales,Sales Executive,3,31,Male,No,Stable,Write,35,Medium,13,7,Travel_Rarely,No,3,EMP1453
1457,Sales,Sales Executive,3,46,Male,Yes,Leaver,Write,70,Critical,7,7,Travel_Rarely,No,3,EMP1457
1458,Research & Development,Laboratory Technician,1,39,Female,Yes,Leaver,Read,65,High,1,0,Non-Travel,Yes,4,EMP1458
1459,Research & Development,Manufacturing Director,3,31,Female,Yes,Leaver,Write,75,Critical,10,8,Travel_Frequently,No,3,EMP1459
1460,Research & Development,Healthcare Representative,3,45,Male,No,Stable,Read,30,Medium,7,7,Travel_Rarely,Yes,3,EMP1460
1461,Human Resources,Human Resources,1,31,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1461
1464,Research & Development,Laboratory Technician,1,31,Male,Yes,Leaver,Read,65,High,2,2,Travel_Frequently,Yes,3,EMP1464
1465,Research & Development,Manufacturing Director,3,45,Male,No,Mover,Write,50,High,3,1,Travel_Rarely,Yes,3,EMP1465
1466,Sales,Sales Executive,2,48,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1466
1467,Human Resources,Human Resources,1,34,Female,Yes,Leaver,Read,50,High,2,2,Travel_Rarely,No,3,EMP1467
1468,Research & Development,Research Director,3,40,Male,No,Stable,Admin,40,Medium,9,8,Non-Travel,No,3,EMP1468
1469,Sales,Sales Executive,2,28,Male,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP1469
1471,Research & Development,Laboratory Technician,1,44,Male,No,Stable,Read,5,Low,5,2,Non-Travel,No,3,EMP1471
1472,Research & Development,Research Director,4,53,Male,No,Stable,Admin,45,Medium,9,8,Travel_Rarely,No,3,EMP1472
1473,Research & Development,Healthcare Representative,2,49,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP1473
1474,Research & Development,Research Scientist,1,40,Male,No,Mover,Write,40,Medium,3,1,Travel_Rarely,No,3,EMP1474
1475,Research & Development,Research Scientist,1,44,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1475
1477,Sales,Sales Executive,2,33,Male,No,Stable,Write,25,Low,4,3,Travel_Frequently,No,3,EMP1477
1478,Sales,Sales Executive,2,34,Male,No,Stable,Write,35,Medium,13,9,Travel_Rarely,No,3,EMP1478
1479,Sales,Sales Executive,2,30,Male,No,Mover,Write,40,Medium,2,1,Travel_Rarely,No,3,EMP1479
1480,Research & Development,Laboratory Technician,1,42,Female,No,Stable,Read,30,Medium,12,9,Travel_Frequently,No,3,EMP1480
1481,Sales,Sales Executive,2,44,Female,No,Mover,Write,55,High,1,0,Travel_Frequently,No,3,EMP1481
1482,Research & Development,Research Scientist,1,30,Male,No,Mover,Write,45,Medium,1,0,Non-Travel,No,3,EMP1482
1483,Research & Development,Research Scientist,2,57,Male,No,Stable,Write,35,Medium,12,9,Travel_Rarely,No,4,EMP1483
1484,Research & Development,Healthcare Representative,3,49,Male,No,Stable,Read,20,Low,8,7,Travel_Rarely,No,3,EMP1484
1485,Research & Development,Research Director,4,34,Male,No,Stable,Admin,55,High,14,8,Travel_Frequently,No,3,EMP1485
1486,Sales,Sales Representative,1,28,Male,Yes,Leaver,Read,55,High,3,2,Travel_Frequently,No,3,EMP1486
1487,Sales,Sales Executive,2,29,Female,Yes,Leaver,Write,75,Critical,5,3,Travel_Frequently,No,3,EMP1487
1489,Sales,Sales Executive,2,34,Female,Yes,Leaver,Write,85,Critical,15,9,Travel_Rarely,Yes,4,EMP1489
1492,Sales,Sales Representative,1,35,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1492
1494,Research & Development,Laboratory Technician,1,24,Male,Yes,Leaver,Read,75,Critical,0,0,Travel_Frequently,Yes,3,EMP1494
1495,Sales,Sales Representative,1,24,Female,No,Mover,Read,35,Medium,1,0,Non-Travel,No,3,EMP1495
1496,Research & Development,Manufacturing Director,3,44,Male,No,Stable,Write,35,Medium,2,2,Travel_Frequently,Yes,3,EMP1496
1497,Sales,Sales Executive,2,29,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP1497
1499,Human Resources,Human Resources,1,30,Male,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,4,EMP1499
1501,Research & Development,Healthcare Representative,2,55,Male,No,Stable,Read,20,Low,3,2,Travel_Rarely,Yes,3,EMP1501
1502,Research & Development,Laboratory Technician,1,33,Female,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP1502
1503,Sales,Sales Executive,2,47,Female,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP1503
1504,Research & Development,Laboratory Technician,1,28,Male,Yes,Leaver,Read,65,High,0,0,Travel_Frequently,No,3,EMP1504
1506,Research & Development,Research Scientist,1,28,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1506
1507,Sales,Sales Executive,2,28,Male,No,Stable,Write,25,Low,4,2,Travel_Frequently,No,3,EMP1507
1509,Research & Development,Laboratory Technician,2,49,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,4,EMP1509
1513,Research & Development,Laboratory Technician,1,29,Female,No,Stable,Read,15,Low,3,2,Travel_Frequently,No,3,EMP1513
1514,Research & Development,Manufacturing Director,2,28,Male,No,Stable,Write,30,Medium,8,6,Travel_Rarely,No,3,EMP1514
1515,Research & Development,Healthcare Representative,2,33,Male,No,Mover,Read,50,High,0,0,Travel_Rarely,Yes,3,EMP1515
1516,Research & Development,Manager,3,32,Male,No,Stable,Write,30,Medium,5,2,Travel_Rarely,No,4,EMP1516
1520,Research & Development,Manager,4,54,Female,No,Stable,Write,40,Medium,14,9,Travel_Frequently,No,4,EMP1520
1522,Research & Development,Research Scientist,1,29,Male,Yes,Leaver,Write,70,Critical,9,7,Travel_Rarely,No,3,EMP1522
1523,Research & Development,Research Director,4,44,Male,No,Stable,Admin,50,High,20,6,Travel_Rarely,No,3,EMP1523
1525,Research & Development,Manufacturing Director,3,39,Female,No,Mover,Write,40,Medium,2,0,Travel_Rarely,No,3,EMP1525
1527,Sales,Manager,4,46,Female,No,Stable,Write,45,Medium,13,12,Travel_Rarely,No,3,EMP1527
1529,Research & Development,Healthcare Representative,3,35,Female,No,Stable,Read,25,Low,11,8,Travel_Rarely,No,3,EMP1529
1533,Research & Development,Laboratory Technician,2,23,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP1533
1534,Research & Development,Laboratory Technician,1,40,Male,Yes,Leaver,Read,60,High,5,4,Travel_Rarely,No,3,EMP1534
1535,Sales,Sales Executive,3,34,Male,No,Stable,Write,40,Medium,10,9,Travel_Rarely,Yes,3,EMP1535
1537,Research & Development,Research Scientist,1,31,Female,Yes,Leaver,Write,75,Critical,7,2,Travel_Frequently,No,3,EMP1537
1539,Research & Development,Research Director,4,50,Male,No,Stable,Admin,65,High,32,6,Travel_Frequently,Yes,3,EMP1539
1541,Sales,Sales Representative,1,34,Male,No,Stable,Read,35,Medium,11,10,Travel_Rarely,Yes,4,EMP1541
1542,Research & Development,Laboratory Technician,1,42,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1542
1543,Research & Development,Research Scientist,2,37,Male,No,Stable,Write,30,Medium,10,8,Travel_Rarely,No,3,EMP1543
1544,Research & Development,Healthcare Representative,2,29,Female,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1544
1545,Research & Development,Manufacturing Director,2,33,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1545
1546,Research & Development,Research Scientist,1,45,Male,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,4,EMP1546
1547,Research & Development,Healthcare Representative,3,42,Male,No,Stable,Read,40,Medium,20,8,Travel_Frequently,Yes,3,EMP1547
1548,Sales,Sales Executive,2,40,Male,No,Stable,Write,40,Medium,8,4,Travel_Rarely,No,3,EMP1548
1549,Research & Development,Laboratory Technician,2,33,Male,No,Stable,Read,35,Medium,15,14,Travel_Rarely,Yes,3,EMP1549
1550,Human Resources,Manager,4,40,Male,No,Stable,Write,45,Medium,21,7,Travel_Rarely,Yes,4,EMP1550
1551,Research & Development,Laboratory Technician,1,24,Male,No,Mover,Read,40,Medium,1,1,Travel_Rarely,No,3,EMP1551
1552,Research & Development,Healthcare Representative,2,40,Male,No,Stable,Read,15,Low,2,2,Non-Travel,Yes,3,EMP1552
1553,Research & Development,Healthcare Representative,3,45,Male,No,Stable,Read,20,Low,10,8,Travel_Rarely,No,3,EMP1553
1554,Sales,Sales Representative,1,35,Female,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,4,EMP1554
1555,Research & Development,Research Scientist,2,32,Female,No,Mover,Write,50,High,7,1,Travel_Rarely,No,3,EMP1555
1556,Sales,Sales Representative,1,36,Male,No,Stable,Read,20,Low,3,2,Travel_Rarely,Yes,4,EMP1556
1557,Sales,Sales Executive,2,48,Female,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,3,EMP1557
1558,Research & Development,Research Scientist,1,29,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1558
1560,Sales,Sales Executive,2,33,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1560
1562,Sales,Sales Executive,2,30,Male,Yes,Leaver,Write,70,Critical,10,8,Travel_Rarely,No,3,EMP1562
1563,Human Resources,Human Resources,2,38,Male,No,Stable,Read,25,Low,6,3,Travel_Frequently,No,3,EMP1563
1564,Research & Development,Laboratory Technician,1,35,Male,No,Mover,Read,30,Medium,3,0,Travel_Rarely,No,3,EMP1564
1568,Sales,Sales Executive,3,30,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP1568
1569,Research & Development,Laboratory Technician,1,35,Female,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP1569
1572,Research & Development,Manufacturing Director,3,53,Female,Yes,Leaver,Write,75,Critical,33,7,Travel_Rarely,No,3,EMP1572
1573,Research & Development,Manufacturing Director,2,38,Male,Yes,Leaver,Write,60,High,5,2,Travel_Rarely,No,3,EMP1573
1574,Research & Development,Research Scientist,2,32,Male,No,Stable,Write,25,Low,6,5,Non-Travel,No,3,EMP1574
1576,Research & Development,Research Scientist,1,48,Female,No,Stable,Write,30,Medium,8,2,Travel_Rarely,No,3,EMP1576
1577,Research & Development,Research Scientist,1,34,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1577
1578,Sales,Manager,5,55,Male,No,Stable,Write,35,Medium,36,6,Travel_Rarely,No,4,EMP1578
1580,Research & Development,Research Scientist,2,34,Male,No,Stable,Write,30,Medium,2,2,Travel_Rarely,No,3,EMP1580
1581,Research & Development,Research Scientist,1,26,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,4,EMP1581
1582,Sales,Sales Executive,2,38,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP1582
1583,Sales,Sales Executive,2,38,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1583
1585,Sales,Sales Executive,2,36,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP1585
1586,Research & Development,Laboratory Technician,1,29,Male,No,Stable,Read,30,Medium,10,9,Travel_Rarely,Yes,3,EMP1586
1587,Research & Development,Healthcare Representative,2,35,Female,No,Stable,Read,20,Low,5,2,Travel_Rarely,Yes,3,EMP1587
1588,Sales,Sales Executive,3,39,Male,No,Stable,Write,30,Medium,7,6,Travel_Rarely,No,3,EMP1588
1590,Research & Development,Healthcare Representative,2,29,Male,No,Stable,Read,25,Low,6,4,Travel_Frequently,No,3,EMP1590
1591,Sales,Manager,5,50,Male,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1591
1592,Research & Development,Research Scientist,1,23,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP1592
1594,Research & Development,Laboratory Technician,2,36,Male,No,Stable,Read,25,Low,3,2,Travel_Frequently,Yes,3,EMP1594
1595,Research & Development,Manager,5,42,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,4,EMP1595
1596,Research & Development,Laboratory Technician,2,35,Male,No,Stable,Read,20,Low,10,9,Travel_Rarely,No,3,EMP1596
1597,Research & Development,Healthcare Representative,2,34,Male,No,Stable,Read,25,Low,8,2,Travel_Frequently,No,3,EMP1597
1598,Sales,Sales Executive,2,40,Female,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP1598
1599,Research & Development,Laboratory Technician,1,43,Male,No,Stable,Read,20,Low,6,4,Travel_Rarely,No,3,EMP1599
1601,Research & Development,Laboratory Technician,1,35,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1601
1602,Sales,Manager,4,46,Male,No,Mover,Write,55,High,26,0,Travel_Rarely,No,3,EMP1602
1604,Research & Development,Laboratory Technician,1,28,Male,Yes,Leaver,Read,70,Critical,1,1,Travel_Rarely,Yes,3,EMP1604
1605,Research & Development,Research Scientist,1,22,Female,No,Stable,Write,25,Low,4,2,Non-Travel,Yes,3,EMP1605
1606,Research & Development,Healthcare Representative,4,50,Male,No,Stable,Read,40,Medium,30,8,Travel_Frequently,Yes,3,EMP1606
1607,Research & Development,Research Scientist,1,32,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP1607
1608,Research & Development,Research Director,5,44,Female,No,Stable,Admin,60,High,22,7,Travel_Rarely,Yes,3,EMP1608
1609,Research & Development,Research Scientist,1,30,Male,No,Stable,Write,40,Medium,6,4,Travel_Rarely,No,3,EMP1609
1611,Research & Development,Laboratory Technician,2,45,Female,No,Stable,Read,30,Medium,10,7,Travel_Rarely,Yes,3,EMP1611
1612,Sales,Sales Executive,2,45,Male,No,Stable,Write,25,Low,10,7,Non-Travel,No,3,EMP1612
1613,Sales,Sales Executive,2,31,Male,No,Stable,Write,25,Low,5,2,Travel_Frequently,No,3,EMP1613
1614,Research & Development,Manufacturing Director,2,36,Female,No,Stable,Write,40,Medium,3,2,Travel_Rarely,Yes,3,EMP1614
